Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Name,CTS Full Descriptor,Bond Type,Type of Issuer,Use of Proceed,Principal Currency,Unit,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,Share,,,,,,,,,,,,,,,,,,,0.0601353107318304
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,New Zealand Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.057400009
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,New Zealand Dollar,Share,,,,,,,,,,,,,,,,,,,0.0164974544520079
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Norwegian Krone,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.167214237
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Norwegian Krone,Share,,,,,,,,,,,,,,,,,,,0.33547144061672
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Philippine Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.074785733
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Philippine Peso,Share,,,,,,,,,,,,,,,,,,,0.308906374489165
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Polish Zloty,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.382314431
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Polish Zloty,Share,,,,,,,,,,,,,,,,,,,0.397293829061521
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Singapore Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.927539483
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Singapore Dollar,Share,,,,,,,,,,,,,,,,,,,0.553998080823287
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,South African Rand,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.303302373
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,South African Rand,Share,,,,,,,,,,,,,,,,,,,0.0871727578257595
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,South Korean Won,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.258236048
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,South Korean Won,Share,,,,,,,,,,,,,,,,,,,0.0742201528182083
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Swedish Krona,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.794345681
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Swedish Krona,Share,,,,,,,,,,,,,,,,,,,0.803128630092419
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Swiss Franc,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.829594377
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Swiss Franc,Share,,,,,,,,,,,,,,,,,,,0.525847476787108
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Taiwanese Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.241593459
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Taiwanese Dollar,Share,,,,,,,,,,,,,,,,,,,0.0694368721397856
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Thai Baht,Billion US Dollars,,,,,,,,,,,,,,,,,,,3.795433461
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Thai Baht,Share,,,,,,,,,,,,,,,,,,,1.0908533245783
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,US Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,133.521346892
World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,US Dollar,Share,,,,,,,,,,,,,,,,,,,38.3756444832878
World,,WLD,Green Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,0.627477227,0.448148549,0.887563462,2.868733587,0.809476062,2.336444511,14.451777553,30.154098767,46.99043997,98.153227083,166.517730513,158.488389243,282.178925863,291.431301149,704.290356985,597.728719027,567.382608792,577.405431693
World,,WLD,Green Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Green Bonds,Banks,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,0.734592205,1.016493093,7.693038958,30.410270893,27.290233405,44.503974067,44.643353659,38.542227426,94.017435217,150.312913389,152.390270922,99.518691954
World,,WLD,Green Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Green Bonds,International Organization,Not Applicable,Not Applicable,Billion US Dollars,,0.627477227,0.343569012,0.887563462,2.736618778,0.783664542,1.394882314,7.203392693,9.781930191,7.346691465,17.089632809,10.721278785,15.336798863,20.559290287,12.795424936,35.195714165,58.186970581,18.229902175,46.401762241
World,,WLD,Green Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Green Bonds,Local and state Government,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,0.599701466,0.044724718,0.963940825,0.811023272,1.728324106,2.928517913,4.292214374,3.109373438,6.166453839,10.197964007,6.484296914,12.260442636,10.444362596
World,,WLD,Green Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Green Bonds,Nonfinancial corporations,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,0.037,1.994868947,8.994764585,13.097509824,22.942799189,37.637513132,37.815264945,82.620207758,103.226087491,203.509156215,156.486786047,139.974486788,148.985111465
World,,WLD,Green Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Green Bonds,Other financial corporations,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,0.276590742,2.608670555,3.424633242,6.522156353,10.673510632,24.529585042,18.308549106,61.111339636,56.028338079,122.218828136,93.222564722,95.425177997,120.881004609
World,,WLD,Green Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Green Bonds,Sovereign,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,0.784346534,36.767888485,21.000024208,27.661297569,29.140579534,173.045148687,73.652146545,90.528765324,89.373315766
World,,WLD,Green Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Green Bonds,State owned entities,Not Applicable,Not Applicable,Billion US Dollars,,,0.104579537,,0.132114809,0.02581152,0.028269989,1.865528435,5.972336831,11.520020098,14.52434292,26.642713751,17.23156368,42.474063516,45.532189844,66.106110558,59.383040829,58.57356295,61.801183062
World,,WLD,Green Bond Outstanding Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Green Bonds,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,0.627477227,1.075625776,1.963189238,4.831922825,5.641398887,7.977843398,20.988192901,49.683254708,95.633385581,190.004581244,348.614663603,500.253903361,770.345212596,1015.534339301,1661.812571036,2172.233682478,2627.121758754,3090.241335071
World,,WLD,Share of Self-Labeled Green Bonds in Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,,Not Applicable,Not Applicable,Not Applicable,Share,,,50.0,20.0,,,4.347826087,10.41666667,3.597122302,4.234527687,15.83011583,22.55965293,21.26537786,24.22680412,28.61660079,31.03603604,36.78947368,33.19126265,29.03558535
World,,WLD,Social Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,2.0,,0.095198096,0.721791942,0.24903964,0.061421076,2.434903473,0.759216146,1.041172365,3.308921419,2.755638685,11.514205574,14.057942107,20.454450213,177.990390026,223.58887024,152.339217657,152.439907421,146.417034902
World,,WLD,Social Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Banks,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,1.356296527,0.104970345,1.067114168,3.85594312,4.897583103,11.060007727,19.727059951,13.54840509,18.885676816,18.802636935
World,,WLD,Social Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,International Organization,Not Applicable,Not Applicable,Billion US Dollars,2.0,,0.095198096,0.721791942,0.24903964,0.061421076,0.054445041,0.759216146,0.541172365,0.021348047,0.55,2.530245016,3.029618279,1.215624548,71.412925126,58.235243858,20.93795322,12.105133276,9.664400469
World,,WLD,Social Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Local and state Government,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,0.050198178,1.045795378,,0.020915907,2.412296566,0.910172839,1.703271701,4.58329452,3.171466397
World,,WLD,Social Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Nonfinancial corporations,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,1.700010426,,,0.01,,,0.313738613,1.674776589,25.237236141,20.634685939,11.750616316,8.085811158,10.063706164
World,,WLD,Social Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Other financial corporations,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,0.680448006,,0.5,0.2,,1.013279229,1.195912875,3.485548065,12.248968832,13.088738149,11.403273393,11.589041422,23.425189108
World,,WLD,Social Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Sovereign,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,5.796127138,18.822320961,4.102084305,9.262416029,7.900840567
World,,WLD,Social Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,State owned entities,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,1.721276845,2.050470162,5.857771783,5.66272922,9.160002001,49.822828496,92.170648543,88.893613632,87.9285342,73.388795262
World,,WLD,Social Bond Outstanding Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,2.0,2.0,2.095198096,2.816990038,3.066029678,3.032252658,3.467156131,3.885304449,4.926476814,7.838052147,10.31827572,20.732481294,33.2522282,52.376708071,229.867098097,445.558616287,593.441059911,734.773024207,839.663246034
World,,WLD,Sustainability Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,0.052874803,,,,,0.524548887,1.252889412,2.119138769,5.58943994,17.663085966,41.130645539,80.580786599,174.46749471,233.795725507,177.326010164,170.547019396,205.053858488
World,,WLD,Sustainability Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Banks,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,0.625412185,,0.3,1.35,2.341579238,12.099006744,12.760516203,28.14367749,17.78546044,13.67475415,20.360840713
World,,WLD,Sustainability Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,International Organization,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,0.1,0.182742502,8.071175349,26.779857881,37.837991872,112.029269765,79.195112047,55.942334959,69.945283254,82.951275037
World,,WLD,Sustainability Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Local and state Government,Not Applicable,Not Applicable,Billion US Dollars,,,0.052874803,,,,,,0.627477227,1.307244223,2.338792723,3.53723876,5.190282464,12.392675243,8.11537214,10.333659948,9.319996378,12.034027691,12.889216224
World,,WLD,Sustainability Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Nonfinancial corporations,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,0.069957436,0.136164517,1.270171416,5.731517359,13.50639125,30.86628989,19.343820517,20.164613815,22.681179215
World,,WLD,Sustainability Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Other financial corporations,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,0.03144654,1.082298944,0.696463132,0.60453514,5.389166637,9.5063031,42.072651117,27.42042172,13.62840859,26.27186893
World,,WLD,Sustainability Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Sovereign,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,0.5,8.675735696,14.55784949,24.80509701,21.233248128,21.058174305
World,,WLD,Sustainability Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,State owned entities,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,0.524548887,,0.680448006,1.615648335,3.872044208,4.9442194,6.630428744,9.873906556,28.626485525,22.70887914,19.866683768,18.841304064
World,,WLD,Sustainability Bond Outstanding Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,0.052874803,0.052874803,0.052874803,0.052874803,0.052874803,0.57742369,1.830313102,3.949451871,9.538891811,27.201977777,68.332623316,146.042138495,318.166669135,539.898197661,703.380895754,853.130811417,1004.118085109
World,,WLD,Sustainability Linked Bond Issuances,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,5.723806267,10.509740821,127.943168639,93.480691207,65.766343376,44.508769625
World,,WLD,Sustainability Linked Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Banks,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,0.112316837,,1.708802814,,,0.962468896
World,,WLD,Sustainability Linked Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Local and state Government,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,0.127595338,0.249925606,0.052340932
World,,WLD,Sustainability Linked Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Nonfinancial corporations,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,5.61148943,5.141632349,66.067737034,41.795489283,28.435400216,25.861903423
World,,WLD,Sustainability Linked Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Other financial corporations,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,5.368108472,59.566628791,47.357630588,25.233145283,15.872438122
World,,WLD,Sustainability Linked Bond Issuances by Type of Issuer,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Sovereign,Not Applicable,Not Applicable,Billion US Dollars,,,,,,,,,,,,,,,,,4.199975998,8.84273558,1.759618252
